date,appointments_x,unique_patients,unique_doctors,avg_complexity,doctor_load,estimated_wait_minutes,day_of_week_x,appointments_y,booked_doctors,scheduled_doctors,available_doctors,on_leave_doctors,total_doctors,workload_score_x,doctor_utilization_rate,day_of_week_y,appointments,workload_score_y,scheduled_nurses,assigned_nurses,available_nurses,on_leave_nurses,total_nurses,nurse_utilization_rate,total_beds,occupied_beds,available_beds,reserved_beds,bed_occupancy_rate
2021-12-30,22,22,9,1.1590909090909092,2.44,41.6,Thursday,22,6,11,9,3,22,30.8,0.545,Thursday,22,33.4,21,21,0,4,34,1.0,48,31,17,2,0.646
2021-12-31,21,19,9,1.2952380952380953,2.33,46.6,Friday,21,6,10,9,1,22,31.6,0.6,Friday,21,32.4,21,21,0,4,34,1.0,48,30,18,3,0.625
2022-01-01,14,14,8,1.4000000000000001,1.75,43.7,Saturday,14,4,8,7,2,23,23.2,0.5,Saturday,14,21.8,20,13,7,4,36,0.65,48,31,17,2,0.646
2022-01-02,17,17,9,1.2470588235294118,1.89,41.6,Sunday,17,5,10,9,2,23,23.2,0.5,Sunday,17,23.6,17,15,2,1,36,0.882,48,30,18,3,0.625
2022-01-03,26,26,10,1.4500000000000002,2.6,49.1,Monday,26,7,10,8,0,23,38.9,0.7,Monday,26,43.0,23,23,0,1,36,1.0,48,35,13,2,0.729
2022-01-04,22,22,9,1.3863636363636365,2.44,45.5,Tuesday,22,6,11,9,0,23,28.8,0.545,Tuesday,22,36.7,21,21,0,4,36,1.0,48,37,11,2,0.771
2022-01-05,20,20,7,1.3,2.86,52.6,Wednesday,20,5,11,10,2,23,26.5,0.455,Wednesday,20,31.6,19,19,0,4,36,1.0,48,37,11,3,0.771
2022-01-06,22,22,9,1.4772727272727273,2.44,46.5,Thursday,22,6,11,9,0,23,32.3,0.545,Thursday,22,36.4,22,22,0,1,36,1.0,48,36,12,3,0.75
2022-01-07,15,15,8,1.3666666666666667,1.88,46.2,Friday,15,4,10,9,2,23,18.5,0.4,Friday,15,26.0,18,13,5,4,36,0.722,48,34,14,2,0.708
2022-01-08,19,19,8,1.4000000000000001,2.38,48.9,Saturday,19,5,9,8,1,23,27.1,0.556,Saturday,19,27.5,20,20,0,2,36,1.0,48,31,17,4,0.646
2022-01-09,7,7,6,1.542857142857143,1.17,35.3,Sunday,7,2,8,8,1,23,9.6,0.25,Sunday,7,5.1,19,7,12,4,36,0.368,48,31,17,2,0.646
2022-01-10,31,31,12,1.4548387096774194,2.58,56.9,Monday,31,8,12,10,2,23,46.5,0.667,Monday,31,50.3,26,26,0,4,36,1.0,48,35,13,3,0.729
2022-01-11,21,21,9,1.4095238095238096,2.33,51.6,Tuesday,21,6,9,8,0,23,27.8,0.667,Tuesday,21,32.7,22,22,0,3,36,1.0,48,31,17,2,0.646
2022-01-12,15,15,8,1.3599999999999999,1.88,41.8,Wednesday,15,4,9,8,1,23,21.4,0.444,Wednesday,15,22.4,19,16,3,1,36,0.842,48,32,16,3,0.667
2022-01-13,25,25,9,1.5959999999999999,2.78,49.0,Thursday,25,7,12,10,2,23,36.0,0.583,Thursday,25,41.6,22,22,0,4,36,1.0,48,38,10,2,0.792
2022-01-14,19,19,10,1.4210526315789473,1.9,46.6,Friday,19,5,10,9,0,23,26.0,0.5,Friday,19,32.6,23,20,3,1,36,0.87,48,32,16,3,0.667
2022-01-15,18,18,7,1.4277777777777778,2.57,54.6,Saturday,18,5,12,11,0,23,25.1,0.417,Saturday,18,31.1,21,21,0,2,36,1.0,48,35,13,3,0.729
2022-01-16,13,13,7,1.3846153846153846,1.86,43.3,Sunday,13,4,8,7,0,23,18.7,0.5,Sunday,13,20.5,17,13,4,3,36,0.765,48,36,12,2,0.75
2022-01-17,28,28,8,1.2964285714285713,3.5,62.0,Monday,28,7,10,8,1,23,43.4,0.7,Monday,28,47.1,22,22,0,1,36,1.0,48,34,14,3,0.708
2022-01-18,19,19,10,1.436842105263158,1.9,44.9,Tuesday,19,5,11,10,0,23,26.2,0.455,Tuesday,19,28.9,21,20,1,2,36,0.952,48,36,12,2,0.75
2022-01-19,15,15,7,1.5266666666666666,2.14,50.9,Wednesday,15,4,8,7,0,23,21.2,0.5,Wednesday,15,22.2,19,17,2,4,36,0.895,48,33,15,2,0.688
2022-01-20,12,12,6,1.5166666666666666,2.0,49.6,Thursday,12,3,9,8,2,23,20.1,0.333,Thursday,12,18.9,16,11,5,1,36,0.688,48,30,18,2,0.625
2022-01-21,26,26,10,1.4076923076923078,2.6,44.5,Friday,26,7,11,9,1,23,37.9,0.636,Friday,26,41.3,23,23,0,2,36,1.0,48,37,11,2,0.771
2022-01-22,19,19,10,1.3578947368421053,1.9,44.2,Saturday,19,5,11,10,1,23,27.1,0.455,Saturday,19,31.9,20,19,1,1,36,0.95,48,29,19,2,0.604
2022-01-23,10,10,7,1.4,1.43,33.7,Sunday,10,3,9,9,1,23,16.7,0.333,Sunday,10,16.7,18,11,7,3,36,0.611,48,30,18,3,0.625
2022-01-24,22,22,10,1.3727272727272728,2.2,47.0,Monday,22,6,11,9,2,23,29.9,0.545,Monday,22,33.1,22,22,0,1,36,1.0,48,37,11,2,0.771
2022-01-25,31,31,10,1.4709677419354839,3.1,49.0,Tuesday,31,8,11,9,1,23,46.1,0.727,Tuesday,31,48.9,24,24,0,2,36,1.0,48,33,15,3,0.688
2022-01-26,29,29,10,1.4689655172413794,2.9,56.8,Wednesday,29,8,12,10,1,23,38.7,0.667,Wednesday,29,46.7,24,24,0,3,36,1.0,48,38,10,4,0.792
2022-01-27,31,31,12,1.4548387096774194,2.58,45.2,Thursday,31,8,12,10,2,23,42.8,0.667,Thursday,31,50.2,24,24,0,1,36,1.0,48,34,14,3,0.708
2022-01-28,18,18,8,1.2444444444444445,2.25,45.6,Friday,18,5,10,9,0,23,27.0,0.5,Friday,18,27.4,19,19,0,1,36,1.0,48,33,15,2,0.688
2022-01-29,16,16,5,1.16875,3.2,55.4,Saturday,16,4,9,8,1,23,21.8,0.444,Saturday,16,26.9,19,19,0,4,36,1.0,48,35,13,2,0.729
2022-01-30,17,17,7,1.388235294117647,2.43,45.1,Sunday,17,5,8,7,2,23,24.0,0.625,Sunday,17,27.4,21,19,2,4,36,0.905,48,32,16,3,0.667
2022-01-31,16,16,7,1.525,2.29,51.5,Monday,16,4,9,8,1,23,21.9,0.444,Monday,16,22.9,19,15,4,1,36,0.789,48,35,13,2,0.729
2022-02-01,38,38,12,1.3236842105263158,3.17,57.3,Tuesday,38,10,12,9,2,23,55.3,0.833,Tuesday,38,60.5,26,26,0,4,36,1.0,48,34,14,3,0.708
2022-02-02,20,20,6,1.3900000000000001,3.33,56.4,Wednesday,20,5,9,8,2,23,31.9,0.556,Wednesday,20,32.3,23,20,3,2,36,0.87,48,31,17,3,0.646
2022-02-03,25,25,10,1.604,2.5,54.8,Thursday,25,7,11,9,1,23,33.3,0.636,Thursday,25,40.7,21,21,0,1,36,1.0,48,32,16,3,0.667
2022-02-04,21,21,10,1.2714285714285714,2.1,46.7,Friday,21,6,11,10,2,23,29.1,0.545,Friday,21,35.7,17,17,0,4,36,1.0,48,35,13,3,0.729
2022-02-05,14,14,8,1.4214285714285713,1.75,43.9,Saturday,14,4,10,9,0,23,20.4,0.4,Saturday,14,23.6,20,13,7,2,36,0.65,48,32,16,2,0.667
2022-02-06,5,5,5,1.24,1.0,36.2,Sunday,5,2,8,8,0,23,6.1,0.25,Sunday,5,11.1,15,4,11,2,36,0.267,48,26,22,4,0.542
2022-02-07,33,33,11,1.378787878787879,3.0,48.0,Monday,33,9,11,8,2,23,48.3,0.818,Monday,33,54.7,24,24,0,1,36,1.0,48,34,14,2,0.708
2022-02-08,33,32,10,1.4212121212121211,3.3,57.6,Tuesday,33,9,12,9,0,23,49.3,0.75,Tuesday,33,51.8,24,24,0,4,36,1.0,48,35,13,2,0.729
2022-02-09,21,21,8,1.3952380952380952,2.62,52.2,Wednesday,21,6,10,9,1,23,29.4,0.6,Wednesday,21,32.4,21,21,0,2,36,1.0,48,33,15,4,0.688
2022-02-10,23,23,9,1.4260869565217391,2.56,51.4,Thursday,23,6,9,7,1,23,31.6,0.667,Thursday,23,37.1,23,23,0,3,36,1.0,48,29,19,2,0.604
2022-02-11,23,23,10,1.3521739130434782,2.3,42.9,Friday,23,6,11,9,1,23,35.1,0.545,Friday,23,39.0,22,22,0,1,36,1.0,48,33,15,3,0.688
2022-02-12,19,19,9,1.4631578947368422,2.11,48.7,Saturday,19,5,11,10,2,23,28.5,0.455,Saturday,19,27.3,22,18,4,4,36,0.818,48,34,14,2,0.708
2022-02-13,12,12,6,1.325,2.0,42.9,Sunday,12,3,7,6,0,23,18.3,0.429,Sunday,12,20.8,19,14,5,4,36,0.737,48,31,17,2,0.646
2022-02-14,26,26,10,1.3846153846153846,2.6,54.1,Monday,26,7,10,8,1,23,37.9,0.7,Monday,26,42.6,22,22,0,3,36,1.0,48,35,13,2,0.729
2022-02-15,30,30,10,1.41,3.0,50.7,Tuesday,30,8,11,9,0,23,45.3,0.727,Tuesday,30,47.4,24,24,0,2,36,1.0,48,34,14,2,0.708
2022-02-16,21,21,7,1.3571428571428572,3.0,60.5,Wednesday,21,6,11,10,0,23,29.3,0.545,Wednesday,21,34.1,22,22,0,3,36,1.0,48,32,16,2,0.667
2022-02-17,24,24,10,1.4875,2.4,49.3,Thursday,24,6,10,8,0,23,35.7,0.6,Thursday,24,37.3,23,23,0,2,36,1.0,48,30,18,2,0.625
2022-02-18,14,14,6,1.4285714285714286,2.33,42.1,Friday,14,4,8,7,2,23,22.2,0.5,Friday,14,23.6,20,15,5,4,36,0.75,48,30,18,3,0.625
2022-02-19,15,15,9,1.3333333333333333,1.67,42.6,Saturday,15,4,10,9,0,23,23.0,0.4,Saturday,15,23.1,19,19,0,3,36,1.0,48,33,15,2,0.688
2022-02-20,17,17,8,1.2647058823529411,2.12,49.0,Sunday,17,5,9,8,2,23,26.0,0.556,Sunday,17,27.3,20,19,1,1,36,0.95,48,31,17,3,0.646
2022-02-21,23,23,10,1.1956521739130435,2.3,41.1,Monday,23,6,11,9,1,23,32.3,0.545,Monday,23,35.6,22,22,0,4,36,1.0,48,32,16,2,0.667
2022-02-22,25,25,8,1.504,3.12,56.1,Tuesday,25,7,10,8,1,23,36.5,0.7,Tuesday,25,42.1,22,22,0,1,36,1.0,48,36,12,3,0.75
2022-02-23,23,23,8,1.5869565217391304,2.88,46.2,Wednesday,23,6,9,7,2,23,30.7,0.667,Wednesday,23,36.8,20,20,0,2,36,1.0,48,35,13,2,0.729
2022-02-24,24,24,11,1.3,2.18,52.5,Thursday,24,6,11,9,2,23,34.1,0.545,Thursday,24,37.4,21,21,0,2,36,1.0,48,35,13,2,0.729
2022-02-25,25,25,10,1.456,2.5,50.9,Friday,25,7,11,9,0,23,36.4,0.636,Friday,25,37.6,22,22,0,1,36,1.0,48,31,17,4,0.646
2022-02-26,17,17,9,1.4176470588235295,1.89,49.6,Saturday,17,5,10,9,2,23,25.3,0.5,Saturday,17,27.5,20,17,3,4,36,0.85,48,34,14,4,0.708
2022-02-27,6,6,5,1.1666666666666667,1.2,39.1,Sunday,6,2,7,7,2,23,9.7,0.286,Sunday,6,6.5,18,8,10,4,36,0.444,48,30,18,4,0.625
2022-02-28,28,28,10,1.2785714285714285,2.8,44.1,Monday,28,7,10,8,2,23,41.2,0.7,Monday,28,45.4,22,22,0,1,36,1.0,48,34,14,3,0.708
2022-03-01,24,24,10,1.4583333333333333,2.4,45.6,Tuesday,24,6,12,10,0,23,34.7,0.5,Tuesday,24,35.7,21,21,0,2,36,1.0,48,30,18,2,0.625
2022-03-02,14,14,8,1.457142857142857,1.75,40.2,Wednesday,14,4,8,7,1,23,18.2,0.5,Wednesday,14,21.9,18,15,3,2,36,0.833,48,29,19,3,0.604
2022-03-03,16,16,9,1.49375,1.78,42.3,Thursday,16,4,10,9,1,23,23.0,0.4,Thursday,16,25.9,20,17,3,3,36,0.85,48,27,21,3,0.562
2022-03-04,12,12,7,1.4083333333333332,1.71,43.8,Friday,12,3,10,9,1,23,17.4,0.3,Friday,12,15.1,17,11,6,3,36,0.647,48,32,16,4,0.667
2022-03-05,6,6,5,1.4333333333333333,1.2,35.0,Saturday,6,2,9,9,1,23,5.2,0.222,Saturday,6,11.8,15,6,9,3,36,0.4,48,28,20,3,0.583
2022-03-06,8,8,5,1.575,1.6,44.0,Sunday,8,2,8,8,1,23,14.1,0.25,Sunday,8,12.1,15,10,5,1,36,0.667,48,32,16,2,0.667
2022-03-07,27,27,9,1.437037037037037,3.0,57.4,Monday,27,7,10,8,1,23,41.6,0.7,Monday,27,44.1,24,24,0,3,36,1.0,48,31,17,2,0.646
2022-03-08,20,20,8,1.435,2.5,46.6,Tuesday,20,5,10,9,1,23,28.8,0.5,Tuesday,20,31.0,20,20,0,1,36,1.0,48,33,15,2,0.688
2022-03-09,16,16,7,1.4125,2.29,45.8,Wednesday,16,4,8,7,2,23,23.7,0.5,Wednesday,16,27.7,19,15,4,1,36,0.789,48,30,18,4,0.625
2022-03-10,14,14,6,1.5285714285714285,2.33,55.5,Thursday,14,4,8,7,2,23,21.5,0.5,Thursday,14,23.8,18,16,2,4,36,0.889,48,31,17,2,0.646
2022-03-11,15,15,8,1.5666666666666667,1.88,48.5,Friday,15,4,10,9,0,23,23.5,0.4,Friday,15,22.4,20,16,4,1,36,0.8,48,30,18,2,0.625
2022-03-12,16,16,9,1.4625,1.78,42.3,Saturday,16,4,10,9,1,23,26.3,0.4,Saturday,16,26.5,18,15,3,1,36,0.833,48,28,20,2,0.583
2022-03-13,6,6,5,1.3499999999999999,1.2,42.6,Sunday,6,2,7,7,2,23,11.1,0.286,Sunday,6,10.7,15,6,9,2,36,0.4,48,29,19,2,0.604
2022-03-14,26,26,8,1.4346153846153844,3.25,55.3,Monday,26,7,11,9,1,23,38.3,0.636,Monday,26,40.0,24,24,0,3,36,1.0,48,35,13,2,0.729
2022-03-15,20,20,7,1.5,2.86,55.6,Tuesday,20,5,10,9,2,23,28.7,0.5,Tuesday,20,33.2,21,19,2,3,36,0.905,48,36,12,4,0.75
2022-03-16,15,15,9,1.38,1.67,36.6,Wednesday,15,4,10,9,0,23,23.4,0.4,Wednesday,15,23.4,20,14,6,1,36,0.7,48,32,16,2,0.667
2022-03-17,20,20,9,1.335,2.22,50.0,Thursday,20,5,10,9,1,23,29.5,0.5,Thursday,20,35.5,21,21,0,4,36,1.0,48,30,18,3,0.625
2022-03-18,14,14,9,1.4214285714285713,1.56,41.8,Friday,14,4,10,9,2,23,20.2,0.4,Friday,14,20.6,19,18,1,2,36,0.947,48,33,15,2,0.688
2022-03-19,12,12,6,1.5333333333333332,2.0,47.1,Saturday,12,3,9,8,2,23,14.0,0.333,Saturday,12,20.2,18,12,6,3,36,0.667,48,27,21,2,0.562
2022-03-20,5,5,5,1.6,1.0,36.3,Sunday,5,2,8,8,1,23,5.7,0.25,Sunday,5,8.5,17,6,11,1,36,0.353,48,31,17,3,0.646
2022-03-21,21,21,7,1.5142857142857142,3.0,61.9,Monday,21,6,9,8,1,23,33.0,0.667,Monday,21,33.8,22,22,0,4,36,1.0,48,30,18,2,0.625
2022-03-22,15,15,8,1.4,1.88,48.4,Tuesday,15,4,9,8,1,23,22.3,0.444,Tuesday,15,24.5,20,15,5,2,36,0.75,48,29,19,4,0.604
2022-03-23,15,15,7,1.4866666666666668,2.14,44.8,Wednesday,15,4,9,8,2,23,21.5,0.444,Wednesday,15,24.8,18,16,2,4,36,0.889,48,29,19,2,0.604
2022-03-24,13,13,8,1.3923076923076925,1.62,39.9,Thursday,13,4,9,8,1,23,17.9,0.444,Thursday,13,25.3,20,13,7,2,36,0.65,48,32,16,3,0.667
2022-03-25,26,26,11,1.3153846153846156,2.36,49.5,Friday,26,7,11,9,0,23,37.9,0.636,Friday,26,42.9,22,22,0,3,36,1.0,48,30,18,3,0.625
2022-03-26,11,11,6,1.3181818181818181,1.83,38.8,Saturday,11,3,9,8,0,23,15.3,0.333,Saturday,11,19.7,17,9,8,3,36,0.529,48,29,19,3,0.604
2022-03-27,6,6,4,1.4666666666666668,1.5,41.4,Sunday,6,2,8,8,1,23,9.9,0.25,Sunday,6,6.4,16,6,10,1,36,0.375,48,30,18,3,0.625
2022-03-28,26,26,11,1.4038461538461537,2.36,48.5,Monday,26,7,11,9,2,23,36.5,0.636,Monday,26,43.0,24,24,0,1,36,1.0,48,33,15,3,0.688
2022-03-29,19,19,9,1.3736842105263158,2.11,47.4,Tuesday,19,5,9,8,1,23,26.8,0.556,Tuesday,19,28.9,21,20,1,2,36,0.952,48,32,16,2,0.667
2022-03-30,20,20,8,1.28,2.5,47.1,Wednesday,20,5,11,10,2,23,26.6,0.455,Wednesday,20,31.6,20,20,0,1,36,1.0,48,34,14,3,0.708
2022-03-31,14,14,7,1.4000000000000001,2.0,47.1,Thursday,14,4,9,8,2,23,19.4,0.444,Thursday,14,23.3,20,16,4,3,36,0.8,48,29,19,2,0.604
2022-04-01,26,26,8,1.2884615384615385,3.25,55.0,Friday,26,7,10,8,1,23,36.8,0.7,Friday,26,44.0,23,23,0,1,36,1.0,48,27,21,3,0.562
2022-04-02,10,10,4,1.4,2.5,51.6,Saturday,10,3,8,8,2,23,13.8,0.375,Saturday,10,22.7,17,10,7,3,36,0.588,48,31,17,3,0.646
2022-04-03,7,7,5,1.3857142857142857,1.4,40.3,Sunday,7,2,7,7,1,23,11.7,0.286,Sunday,7,9.6,15,7,8,1,36,0.467,48,28,20,3,0.583
2022-04-04,25,25,10,1.4280000000000002,2.5,50.1,Monday,25,7,11,9,1,23,35.3,0.636,Monday,25,39.2,23,23,0,1,36,1.0,48,31,17,2,0.646
2022-04-05,21,21,9,1.4619047619047618,2.33,49.2,Tuesday,21,6,10,9,2,23,32.7,0.6,Tuesday,21,36.8,21,21,0,2,36,1.0,48,35,13,3,0.729
2022-04-06,22,22,8,1.5954545454545455,2.75,47.7,Wednesday,22,6,10,8,1,23,32.5,0.6,Wednesday,22,35.3,20,20,0,3,36,1.0,48,27,21,3,0.562
2022-04-07,23,23,10,1.391304347826087,2.3,45.3,Thursday,23,6,12,10,1,23,34.0,0.5,Thursday,23,34.9,23,23,0,2,36,1.0,48,35,13,3,0.729
2022-04-08,14,14,7,1.407142857142857,2.0,44.1,Friday,14,4,8,7,1,23,19.5,0.5,Friday,14,20.0,18,15,3,2,36,0.833,48,30,18,2,0.625
2022-04-09,8,8,5,1.4,1.6,43.0,Saturday,8,2,9,9,2,23,11.2,0.222,Saturday,8,13.9,19,7,12,2,36,0.368,48,32,16,2,0.667
2022-04-10,8,8,5,1.45,1.6,42.1,Sunday,8,2,10,10,0,23,12.6,0.2,Sunday,8,13.6,15,6,9,2,36,0.4,48,28,20,4,0.583
2022-04-11,18,18,9,1.5166666666666666,2.0,49.8,Monday,18,5,10,9,0,23,25.0,0.5,Monday,18,29.4,20,19,1,2,36,0.95,48,32,16,3,0.667
2022-04-12,22,22,7,1.5045454545454546,3.14,68.8,Tuesday,22,6,10,8,1,23,34.7,0.6,Tuesday,22,30.9,20,20,0,4,36,1.0,48,34,14,2,0.708
2022-04-13,20,19,7,1.385,2.86,52.6,Wednesday,20,5,9,8,0,23,29.1,0.556,Wednesday,20,29.8,19,19,0,3,36,1.0,48,28,20,2,0.583
2022-04-14,16,16,7,1.325,2.29,49.5,Thursday,16,4,8,7,1,23,23.7,0.5,Thursday,16,28.6,19,18,1,2,36,0.947,48,29,19,4,0.604
2022-04-15,7,7,6,1.2714285714285716,1.17,39.4,Friday,7,2,8,8,1,23,9.8,0.25,Friday,7,12.4,18,7,11,3,36,0.389,48,27,21,3,0.562
2022-04-16,11,11,7,1.481818181818182,1.57,54.9,Saturday,11,3,8,7,1,23,17.0,0.375,Saturday,11,17.5,18,13,5,3,36,0.722,48,31,17,2,0.646
2022-04-17,3,3,3,1.2666666666666666,1.0,36.0,Sunday,3,1,7,7,0,23,6.5,0.143,Sunday,3,4.9,14,3,11,4,36,0.214,48,29,19,3,0.604
2022-04-18,16,16,6,1.5,2.67,45.9,Monday,16,4,9,8,0,23,25.0,0.444,Monday,16,27.2,17,17,0,3,36,1.0,48,30,18,4,0.625
2022-04-19,17,17,8,1.4588235294117649,2.12,47.0,Tuesday,17,5,9,8,1,23,24.3,0.556,Tuesday,17,30.9,18,16,2,1,36,0.889,48,33,15,3,0.688
2022-04-20,14,14,7,1.3214285714285714,2.0,35.9,Wednesday,14,4,9,8,2,23,22.2,0.444,Wednesday,14,19.2,18,16,2,3,36,0.889,48,29,19,3,0.604
2022-04-21,14,14,6,1.5571428571428572,2.33,47.1,Thursday,14,4,8,7,2,23,18.8,0.5,Thursday,14,23.9,18,14,4,4,36,0.778,48,25,23,3,0.521
2022-04-22,20,20,9,1.525,2.22,47.1,Friday,20,5,9,8,1,23,28.1,0.556,Friday,20,32.0,20,20,0,1,36,1.0,48,31,17,3,0.646
2022-04-23,7,7,5,1.5857142857142856,1.4,39.9,Saturday,7,2,8,8,0,23,11.1,0.25,Saturday,7,11.4,14,7,7,1,36,0.5,48,34,14,3,0.708
2022-04-24,9,9,6,1.3666666666666665,1.5,50.1,Sunday,9,3,8,8,0,23,15.7,0.375,Sunday,9,14.3,17,10,7,3,36,0.588,48,26,22,4,0.542
2022-04-25,21,21,11,1.480952380952381,1.91,54.0,Monday,21,6,11,10,1,23,29.4,0.545,Monday,21,33.8,22,22,0,4,36,1.0,48,31,17,2,0.646
2022-04-26,27,27,10,1.4444444444444444,2.7,54.4,Tuesday,27,7,11,9,0,23,38.5,0.636,Tuesday,27,44.3,25,25,0,2,36,1.0,48,29,19,3,0.604
2022-04-27,16,16,8,1.45625,2.0,54.0,Wednesday,16,4,8,7,2,23,22.9,0.5,Wednesday,16,25.5,17,17,0,3,36,1.0,48,32,16,2,0.667
2022-04-28,21,21,9,1.5333333333333334,2.33,51.7,Thursday,21,6,10,9,1,23,33.2,0.6,Thursday,21,33.7,20,20,0,3,36,1.0,48,27,21,3,0.562
2022-04-29,10,10,6,1.5,1.67,50.0,Friday,10,3,9,9,2,23,13.3,0.333,Friday,10,17.5,16,13,3,3,36,0.812,48,30,18,2,0.625
2022-04-30,6,6,3,1.4333333333333333,2.0,42.2,Saturday,6,2,8,8,0,23,8.6,0.25,Saturday,6,10.1,16,6,10,1,36,0.375,48,29,19,4,0.604
2022-05-01,10,10,6,1.6599999999999997,1.67,45.1,Sunday,10,3,7,7,1,23,16.1,0.429,Sunday,10,15.9,16,12,4,2,36,0.75,48,27,21,3,0.562
2022-05-02,26,25,11,1.396153846153846,2.36,51.4,Monday,26,7,12,10,2,23,36.4,0.583,Monday,26,41.9,25,25,0,4,36,1.0,48,30,18,4,0.625
2022-05-03,24,24,9,1.4749999999999999,2.67,59.6,Tuesday,24,6,10,8,0,23,35.8,0.6,Tuesday,24,40.6,22,22,0,4,36,1.0,48,32,16,3,0.667
2022-05-04,11,11,6,1.3454545454545455,1.83,49.0,Wednesday,11,3,9,8,2,23,18.3,0.333,Wednesday,11,16.2,18,12,6,4,36,0.667,48,29,19,3,0.604
2022-05-05,25,25,10,1.504,2.5,48.1,Thursday,25,7,11,9,1,23,32.8,0.636,Thursday,25,41.3,24,24,0,1,36,1.0,48,29,19,2,0.604
2022-05-06,24,24,8,1.6833333333333333,3.0,59.4,Friday,24,6,11,9,1,23,36.1,0.545,Friday,24,39.2,22,22,0,2,36,1.0,48,32,16,2,0.667
2022-05-07,8,8,3,1.45,2.67,50.7,Saturday,8,2,10,10,1,23,14.7,0.2,Saturday,8,14.0,17,9,8,1,36,0.529,48,27,21,2,0.562
2022-05-08,10,10,6,1.34,1.67,44.3,Sunday,10,3,9,9,2,23,15.1,0.333,Sunday,10,17.6,16,12,4,2,36,0.75,48,28,20,4,0.583
2022-05-09,20,19,7,1.3800000000000001,2.86,55.7,Monday,20,5,9,8,2,23,28.9,0.556,Monday,20,30.4,19,19,0,4,36,1.0,48,30,18,2,0.625
2022-05-10,21,21,11,1.2428571428571429,1.91,46.6,Tuesday,21,6,11,10,0,23,30.3,0.545,Tuesday,21,34.3,20,18,2,2,36,0.9,48,33,15,2,0.688
2022-05-11,18,17,8,1.4500000000000002,2.25,51.0,Wednesday,18,5,9,8,1,23,23.7,0.556,Wednesday,18,31.8,23,21,2,1,36,0.913,48,33,15,3,0.688
2022-05-12,12,12,8,1.3499999999999999,1.5,40.6,Thursday,12,3,9,8,2,23,19.8,0.333,Thursday,12,19.9,19,12,7,3,36,0.632,48,31,17,2,0.646
2022-05-13,18,18,8,1.4166666666666667,2.25,47.9,Friday,18,5,9,8,0,23,25.5,0.556,Friday,18,29.4,20,18,2,4,36,0.9,48,32,16,3,0.667
2022-05-14,12,12,8,1.5333333333333332,1.5,45.8,Saturday,12,3,8,7,1,23,18.8,0.375,Saturday,12,19.3,17,11,6,3,36,0.647,48,30,18,2,0.625
2022-05-15,7,7,4,1.6285714285714286,1.75,36.9,Sunday,7,2,8,8,2,23,12.0,0.25,Sunday,7,9.6,17,7,10,4,36,0.412,48,34,14,3,0.708
2022-05-16,10,10,8,1.44,1.25,36.5,Monday,10,3,9,9,0,23,14.0,0.333,Monday,10,14.1,16,10,6,3,36,0.625,48,25,23,3,0.521
2022-05-17,23,23,8,1.4043478260869564,2.88,50.1,Tuesday,23,6,9,7,1,23,32.5,0.667,Tuesday,23,35.9,20,20,0,3,36,1.0,48,30,18,3,0.625
2022-05-18,26,26,11,1.3923076923076925,2.36,53.3,Wednesday,26,7,11,9,1,23,38.6,0.636,Wednesday,26,43.2,22,22,0,4,36,1.0,48,29,19,2,0.604
2022-05-19,18,18,6,1.5444444444444445,3.0,56.2,Thursday,18,5,9,8,0,23,28.7,0.556,Thursday,18,32.8,22,20,2,2,36,0.909,48,32,16,3,0.667
2022-05-20,17,17,10,1.3705882352941177,1.7,44.7,Friday,17,5,10,9,0,23,25.4,0.5,Friday,17,25.8,22,21,1,2,36,0.955,48,28,20,3,0.583
2022-05-21,17,17,7,1.3529411764705883,2.43,47.7,Saturday,17,5,9,8,1,23,23.1,0.556,Saturday,17,22.7,19,19,0,3,36,1.0,48,30,18,2,0.625
2022-05-22,7,7,5,1.157142857142857,1.4,40.9,Sunday,7,2,7,7,0,23,9.3,0.286,Sunday,7,10.2,16,9,7,3,36,0.562,48,27,21,3,0.562
2022-05-23,12,12,7,1.6500000000000001,1.71,38.9,Monday,12,3,9,8,2,23,18.8,0.333,Monday,12,24.0,16,12,4,2,36,0.75,48,31,17,3,0.646
2022-05-24,17,17,8,1.411764705882353,2.12,52.0,Tuesday,17,5,9,8,1,23,25.1,0.556,Tuesday,17,30.7,20,18,2,2,36,0.9,48,30,18,3,0.625
2022-05-25,20,20,9,1.3699999999999999,2.22,41.1,Wednesday,20,5,11,10,2,23,27.5,0.455,Wednesday,20,30.6,21,21,0,1,36,1.0,48,32,16,2,0.667
2022-05-26,17,17,9,1.3352941176470587,1.89,49.3,Thursday,17,5,9,8,1,23,26.4,0.556,Thursday,17,26.2,21,17,4,3,36,0.81,48,28,20,2,0.583
2022-05-27,23,22,9,1.3956521739130436,2.56,40.8,Friday,23,6,10,8,0,23,33.0,0.6,Friday,23,37.1,23,23,0,1,36,1.0,48,32,16,3,0.667
2022-05-28,6,6,5,1.4000000000000001,1.2,35.0,Saturday,6,2,8,8,1,23,9.3,0.25,Saturday,6,10.8,16,8,8,2,36,0.5,48,29,19,2,0.604
2022-05-29,13,13,7,1.4692307692307693,1.86,41.8,Sunday,13,4,8,7,2,23,16.9,0.5,Sunday,13,21.5,19,15,4,2,36,0.789,48,28,20,2,0.583
